H 
4.000000e+01 
200 
5 
-1 -1 1 2 5.041499e+00 8.156996e-04
-1 -1 0 2 8.552138e-01 1.383711e-04
0 1 3 4 6.697830e+00 1.083689e-03
2 4 -1 -1 7.885474e+00 1.275846e-03
2 3 -1 -1 2.500000e-05 4.044926e-09
5 
-1 -1 1 2 9.845836e+00 1.593027e-03
-1 -1 0 2 1.295085e+01 2.095409e-03
0 1 3 4 9.574750e+00 1.549166e-03
2 4 -1 -1 1.123421e+01 1.817661e-03
2 3 -1 -1 6.654366e+00 1.076657e-03
5 
-1 -1 1 2 1.597703e+01 2.585037e-03
-1 -1 0 2 6.806234e+00 1.101229e-03
0 1 3 4 1.042481e+01 1.686704e-03
2 4 -1 -1 6.535298e-01 1.057392e-04
2 3 -1 -1 9.197386e+00 1.488110e-03
5 
-1 -1 1 2 1.318963e+01 2.134043e-03
-1 -1 0 2 5.159718e+00 8.348271e-04
0 1 3 4 4.687123e+00 7.583627e-04
2 4 -1 -1 5.474539e+00 8.857642e-04
2 3 -1 -1 1.077793e+01 1.743837e-03
5 
-1 -1 1 2 6.284634e+00 1.016835e-03
-1 -1 0 2 6.162128e+00 9.970141e-04
0 1 3 4 8.235218e-01 1.332434e-04
2 4 -1 -1 5.417349e+00 8.765110e-04
2 3 -1 -1 1.030700e+01 1.667641e-03
5 
-1 -1 1 2 1.045248e+01 1.691181e-03
-1 -1 0 2 5.395852e+00 8.730328e-04
0 1 3 4 5.292140e+00 8.562526e-04
2 4 -1 -1 4.924492e+00 7.967683e-04
2 3 -1 -1 2.197073e-01 3.554800e-05
5 
-1 -1 1 2 2.215608e+00 3.584788e-04
-1 -1 0 2 9.457723e+00 1.530232e-03
0 1 3 4 1.100061e+00 1.779866e-04
2 4 -1 -1 3.019296e+00 4.885131e-04
2 3 -1 -1 3.891317e+00 6.296035e-04
5 
-1 -1 1 2 2.500000e-05 4.044926e-09
-1 -1 0 2 2.500000e-05 4.044926e-09
0 1 3 4 2.500000e-05 4.044926e-09
2 4 -1 -1 3.042866e-01 4.923267e-05
2 3 -1 -1 2.500000e-05 4.044926e-09
5 
-1 -1 1 2 6.537354e+00 1.057724e-03
-1 -1 0 2 2.503624e+00 4.050790e-04
0 1 3 4 4.067244e+00 6.580681e-04
2 4 -1 -1 1.303676e+01 2.109310e-03
2 3 -1 -1 1.031077e+01 1.668253e-03
5 
-1 -1 1 2 1.038983e+01 1.681045e-03
-1 -1 0 2 3.114100e+00 5.038521e-04
0 1 3 4 7.401714e-01 1.197575e-04
2 4 -1 -1 2.500000e-05 4.044926e-09
2 3 -1 -1 6.923072e+00 1.120133e-03
5 
-1 -1 1 2 1.269584e+00 2.054150e-04
-1 -1 0 2 6.161673e+00 9.969405e-04
0 1 3 4 9.125230e+00 1.476435e-03
2 4 -1 -1 6.041399e+00 9.774804e-04
2 3 -1 -1 1.592619e+00 2.576811e-04
5 
-1 -1 1 2 4.370389e+00 7.071160e-04
-1 -1 0 2 6.969142e+00 1.127587e-03
0 1 3 4 6.285876e+00 1.017036e-03
2 4 -1 -1 1.157551e+01 1.872883e-03
2 3 -1 -1 5.319585e+00 8.606932e-04
5 
-1 -1 1 2 7.027825e+00 1.137081e-03
-1 -1 0 2 6.445595e+00 1.042878e-03
0 1 3 4 4.677792e+00 7.568529e-04
2 4 -1 -1 5.307504e+00 8.587384e-04
2 3 -1 -1 2.556036e-01 4.135590e-05
5 
-1 -1 1 2 3.031806e+00 4.905372e-04
-1 -1 0 2 3.233537e+00 5.231767e-04
0 1 3 4 2.385928e+00 3.860361e-04
2 4 -1 -1 2.365923e+00 3.827993e-04
2 3 -1 -1 1.213042e+01 1.962667e-03
5 
-1 -1 1 2 1.040269e+01 1.683125e-03
-1 -1 0 2 8.183635e+00 1.324088e-03
0 1 3 4 7.380765e+00 1.194186e-03
2 4 -1 -1 5.036954e+00 8.149642e-04
2 3 -1 -1 2.500000e-05 4.044926e-09
5 
-1 -1 1 2 1.016222e+01 1.644218e-03
-1 -1 0 2 1.313084e+01 2.124531e-03
0 1 3 4 1.981814e+00 3.206516e-04
2 4 -1 -1 2.500000e-05 4.044926e-09
2 3 -1 -1 6.223737e+00 1.006982e-03
5 
-1 -1 1 2 1.030984e+00 1.668102e-04
-1 -1 0 2 4.151380e+00 6.716811e-04
0 1 3 4 6.756781e+00 1.093227e-03
2 4 -1 -1 3.191769e+00 5.164188e-04
2 3 -1 -1 3.975473e+00 6.432197e-04
5 
-1 -1 1 2 1.380046e+01 2.232874e-03
-1 -1 0 2 4.783328e+00 7.739284e-04
0 1 3 4 5.183442e+00 8.386655e-04
2 4 -1 -1 6.767507e+00 1.094963e-03
2 3 -1 -1 1.165345e+01 1.885493e-03
5 
-1 -1 1 2 2.500000e-05 4.044926e-09
-1 -1 0 2 4.983029e+00 8.062394e-04
0 1 3 4 5.748663e+00 9.301166e-04
2 4 -1 -1 1.093968e+01 1.770007e-03
2 3 -1 -1 1.523416e+00 2.464842e-04
5 
-1 -1 1 2 7.776562e+00 1.258225e-03
-1 -1 0 2 4.302298e+00 6.960991e-04
0 1 3 4 1.160591e+01 1.877802e-03
2 4 -1 -1 4.471816e+00 7.235266e-04
2 3 -1 -1 7.473609e+00 1.209208e-03
5 
-1 -1 1 2 2.495701e+00 4.037971e-04
-1 -1 0 2 4.560857e+00 7.379332e-04
